availability,category,price,price_incl_tax,product_type,stars,tax,title,upc,publication_year,domain,discount
15,science fiction,11.0,11.0,books,1,0.0,"welcome to adrianna, a new country isolated for years and shrouded in mystery. it’s home to the leafers, an assembly of the most intelligent minds in the world. when leafer president john greenleaf opens adrianna’s doors for the filming of a documentary, the young country’s secrets will be exposed changing the world forever. can the leafers really cure cancer, diabetes and welcome to adrianna, a new country isolated for years and shrouded in mystery. it’s home to the leafers, an assembly of the most intelligent minds in the world. when leafer president john greenleaf opens adrianna’s doors for the filming of a documentary, the young country’s secrets will be exposed changing the world forever. can the leafers really cure cancer, diabetes and heart disease with a miraculous new plant? can they provide free food and free wireless electricity to the entire planet without pollution? adrianna’s technology guarantees to cause a complete collapse of the global economy. but will the rich and powerful allow it? wars will be fought. economies will collapse. the true origins of human life on earth will be revealed. the project must be completed. ...more",790ef197c8f236f5,,books.toscrape.com,0.0
15,default,36.0,36.0,books,2,0.0,"they say one out of every hundred people is a psychopath. you probably passed one on the street today. these are people who have no empathy, who are manipulative, deceitful, charming, seductive, and delusional. the psychopath test is the new york times bestselling exploration of their world and the madness industry.when jon ronson is drawn into an elaborate hoax played on they say one out of every hundred people is a psychopath. you probably passed one on the street today. these are people who have no empathy, who are manipulative, deceitful, charming, seductive, and delusional. the psychopath test is the new york times bestselling exploration of their world and the madness industry.when jon ronson is drawn into an elaborate hoax played on some of the world’s top scientists, his investigation leads him, unexpectedly, to psychopaths. he meets an influential psychologist who is convinced that many important business leaders and politicians are in fact high-flying, high-functioning psychopaths, and teaches ronson how to spot them. armed with these new abilities, ronson meets a patient inside an asylum for the criminally insane who insists that he’s sane, a mere run-of-the-mill troubled youth, not a psychopath—a claim that might be only manipulation, and a sign of his psychopathy. he spends time with a death-squad leader institutionalized for mortgage fraud, and with a legendary ceo who took joy in shutting down factories and firing people. he delves into the fascinating history of psychopathy diagnosis and treatments, from lsd-fueled days-long naked therapy sessions in prisons to attempts to understand serial killers.along the way, ronson discovers that relatively ordinary people are, more and more, defined by their most insane edges. the psychopath test is a fascinating adventure through the minds of madness. ...more",e98a4efa85070c2f,,books.toscrape.com,0.0
15,fiction,51.0,51.0,books,5,0.0,"in a world beset by amassing forces of darkness, one organization—the regional office—and its coterie of super-powered female assassins protects the globe from annihilation. at its helm, the mysterious oyemi and her oracles seek out new recruits and root out evil plots. then a prophecy suggests that someone from inside might bring about its downfall. and now, the regional in a world beset by amassing forces of darkness, one organization—the regional office—and its coterie of super-powered female assassins protects the globe from annihilation. at its helm, the mysterious oyemi and her oracles seek out new recruits and root out evil plots. then a prophecy suggests that someone from inside might bring about its downfall. and now, the regional office is under attack.   recruited by a defector from within, rose is a young assassin leading the attack, eager to stretch into her powers and prove herself on her first mission. defending the regional office is sarah—who may or may not have a mechanical arm—fiercely devoted to the organization that took her in as a young woman in the wake of her mother’s sudden disappearance. on the day that the regional office is attacked, rose’s and sarah’s stories will overlap, their lives will collide, and the world as they know it just might end. ...more",0651062381f0636a,,books.toscrape.com,0.0
15,sequential art,33.0,33.0,books,1,0.0,"a vibrant homage to a classic comic from two masters of the modern graphic novel. the shadow hero is based on golden-age comic series the green turtle, whose hero solved crimes and fought injustice just like any other comics hero. but this mysterious masked crusader was hiding more than your run-of-the-mill secret identity...the green turtle was the first asian american su a vibrant homage to a classic comic from two masters of the modern graphic novel. the shadow hero is based on golden-age comic series the green turtle, whose hero solved crimes and fought injustice just like any other comics hero. but this mysterious masked crusader was hiding more than your run-of-the-mill secret identity...the green turtle was the first asian american superhero.now, exactly seventy years later, new york times-bestselling author gene luen yang has revived this nearly forgotten, pioneering character in a new graphic novel that creates an origin story for the golden-age green turtle. with artwork by the unmatched sonny liew, this hilarious and insightful graphic novel about heroism and heritage is also a loving tribute to the long, rich tradition of american superhero comics. ...more",d6361d16212664ed,,books.toscrape.com,0.0
16,default,43.0,43.0,books,1,0.0,"trade review:a world of flavor, recipes to please all of your gueststhe new gluten-free cookbook ""a world of flavor"" is clearly a labor of love for its authors, amber barrett and nancy miller. amber is also a gifted photographer, and the photographs in this book could be the best of any cookbook i've ever seen.on top of this, the book includes some amazing recipes that eve trade review:a world of flavor, recipes to please all of your gueststhe new gluten-free cookbook ""a world of flavor"" is clearly a labor of love for its authors, amber barrett and nancy miller. amber is also a gifted photographer, and the photographs in this book could be the best of any cookbook i've ever seen.on top of this, the book includes some amazing recipes that everyone will like, including: hot wings, bacon and cheddar scones, donuts, sandwich bread, rocky road brownies, crepes, general tso's chicken, croutons, and many more (i counted 77).from breakfasts, appetizers, desserts, main dishes and snacks, to salads, vegetables, and side dishes, this outstanding gluten-free cookbook has much to offer anyone who is on a gluten-free diet.written by celiac.com april 2016.mongolian beef, cuban pork, baked alaska, french crepes—if international cuisine gets your taste buds dancing, this the cookbook for you!travel the world gluten free with mother and daughter authors nancy miller and amber barrett and their new cookbook, a world of flavor: your gluten-free passport.this cookbook provides readers with an inspired combination of dishes from around the globe that are deliciously high in flavor with none of the gluten. these recipes do not rely on pricey cup-for-cup flour alternatives, but use a variety of flours tailored to the success of each individual recipe so you get results to be proud of. ...more",70ed59f194b3c556,2016.0,books.toscrape.com,0.0
16,nonfiction,31.0,31.0,books,1,0.0,"a fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindall our lives are constrained by limited space and time, limits that give rise to a particular set of problems. what should we do, or leave undone, in a day or a lifetime? how a fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindall our lives are constrained by limited space and time, limits that give rise to a particular set of problems. what should we do, or leave undone, in a day or a lifetime? how much messiness should we accept? what balance of new activities and familiar favorites is the most fulfilling? these may seem like uniquely human quandaries, but they are not: computers, too, face the same constraints, so computer scientists have been grappling with their version of such issues for decades. and the solutions they've found have much to teach us.in a dazzlingly interdisciplinary work, acclaimed author brian christian and cognitive scientist tom griffiths show how the algorithms used by computers can also untangle very human questions. they explain how to have better hunches and when to leave things to chance, how to deal with overwhelming choices and how best to connect with others. from finding a spouse to finding a parking spot, from organizing one's inbox to understanding the workings of memory, algorithms to live by transforms the wisdom of computer science into strategies for human living. ...more",38d45839cb1c83c1,,books.toscrape.com,0.0
15,romance,56.0,56.0,books,2,0.0,"mia lassiter is thrilled to finally put her artistic skills to use working for her aunt’s interior design shop in her hometown of east beach. while renovating an old mansion overlooking stunning lake haven, she encounters a scruffy but attractive man named brennan—the owner’s son. she doesn’t realize this sexy recluse is actually everett alden, the world-famous rock star i mia lassiter is thrilled to finally put her artistic skills to use working for her aunt’s interior design shop in her hometown of east beach. while renovating an old mansion overlooking stunning lake haven, she encounters a scruffy but attractive man named brennan—the owner’s son. she doesn’t realize this sexy recluse is actually everett alden, the world-famous rock star in hiding who’s nursing his own artistic and personal crises.as their personalities clash, tension simmers between the struggling artist and jaded musician, and their time spent alone together in the gorgeous old house only serves to turn up the heat. soon, mia and brennan’s creative passions boil over to inspire passions of another kind…but reality comes crashing in when mia’s celeb-obsessed cousin discovers brennan’s true identity—and reveals it to the world. as paparazzi swarm the mansion, brennan is thrust back into his rock star lifestyle. will mia lose her soul mate just when she’s finally found him? can their love survive the glaring spotlight? ...more",203b7f94b7d6115f,,books.toscrape.com,0.0
15,nonfiction,12.0,12.0,books,2,0.0,"for the past three years, jon ronson has traveled the world meeting recipients of high-profile public shamings. the shamed are people like us, people who, say, made a joke on social media that came out badly or made a mistake at work. once the transgression is revealed, collective outrage circles with the force of a hurricane and the next thing they know, they're being tor for the past three years, jon ronson has traveled the world meeting recipients of high-profile public shamings. the shamed are people like us, people who, say, made a joke on social media that came out badly or made a mistake at work. once the transgression is revealed, collective outrage circles with the force of a hurricane and the next thing they know, they're being torn apart by an angry mob, jeered at, demonized, sometimes even fired from their job.a great renaissance of public shaming is sweeping our land. justice has been democratized. the silent majority are getting a voice, but what are we doing with our voice? we are mercilessly finding people's faults. we are defining the boundaries of normality by ruining the lives of those outside it. we are using shame as a form of social control.simultaneously powerful and hilarious in the way only jon ronson can be, so you've been publicly shamed is a deeply honest book about modern life, full of eye-opening truths about the escalating war on human flaws and the very scary part we all play in it. ...more",1b33663ad7b95fd8,,books.toscrape.com,0.0
15,default,33.0,33.0,books,5,0.0,"conflict is an inevitable part of life, according to this ancient chinese classic of strategy, but everything necessary to deal with conflict wisely, honorably, victoriously, is already present within us. compiled more than two thousand years ago by a mysterious warrior-philosopher, the art of war is still perhaps the most prestigious and influential book of strategy in t conflict is an inevitable part of life, according to this ancient chinese classic of strategy, but everything necessary to deal with conflict wisely, honorably, victoriously, is already present within us. compiled more than two thousand years ago by a mysterious warrior-philosopher, the art of war is still perhaps the most prestigious and influential book of strategy in the world, as eagerly studied in asia by modern politicians and executives as it has been by military leaders since ancient times. as a study of the anatomy of organizations in conflict, the art of war applies to competition and conflict in general, on every level from the interpersonal to the international. its aim is invincibility, victory without battle, and unassailable strength through understanding the physics, politics, and psychology of conflict.(original publication date was circa 500 bce.)for an outstanding kindle edition, please refer to the art of war by sun tzu - classic collector's edition (shawn conners, barton williams, lionel giles, sian kim) ...more",e7469e22b5bfb3e7,,books.toscrape.com,0.0
15,science fiction,26.0,26.0,books,2,0.0,"what happens when resources become scarce and society starts to crumble? as the competition for resources pulls america's previously stable society apart, the ""new normal"" is a soft apocalypse. this is how our world ends; with a whimper instead of a bang. new social structures and tribal connections spring up across america, as the previous social structures begin to disso what happens when resources become scarce and society starts to crumble? as the competition for resources pulls america's previously stable society apart, the ""new normal"" is a soft apocalypse. this is how our world ends; with a whimper instead of a bang. new social structures and tribal connections spring up across america, as the previous social structures begin to dissolve. locus award finalist and john w. campbell memorial award finalist soft apocalypse follows the journey across the southeast of a tribe of formerly middle class americans as they struggle to find a place for themselves and their children in a new, dangerous world that still carries the ghostly echoes of their previous lives.skyhorse publishing, under our night shade and talos imprints, is proud to publish a broad range of titles for readers interested in science fiction (space opera, time travel, hard sf, alien invasion, near-future dystopia), fantasy (grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history), and horror (zombies, vampires, and the occult and supernatural), and much more. while not every title we publish becomes a new york times bestseller, a national bestseller, or a hugo or nebula award-winner, we are committed to publishing quality books from a diverse group of authors. ...more",2a70769cdc6eb8b8,,books.toscrape.com,0.0
15,business,28.0,28.0,books,3,0.0,"choosing between the stability of a traditional career and the upside of entrepreneurship? why not have both?becoming a full-time entrepreneur can look glamorous from the outside. who doesn’t want to chase their dreams, be their own boss, and do what they love? but the truth is that entrepreneurship is often a slog, with no regular hours, no job security, and very little p choosing between the stability of a traditional career and the upside of entrepreneurship? why not have both?becoming a full-time entrepreneur can look glamorous from the outside. who doesn’t want to chase their dreams, be their own boss, and do what they love? but the truth is that entrepreneurship is often a slog, with no regular hours, no job security, and very little pay.  what if there was a way to have the stability of a day job with the excitement of a startup? all of the benefits of entrepreneurship with none of the pitfalls? in the 10% entrepreneur, patrick mcginnis shows you how, by investing just 10% of your time and resources, you can become an entrepreneur without losing a steady paycheck.  mcginnis details a step-by-step plan that takes you from identifying your first entrepreneurial project to figuring out the smartest way to commit resources to it. he shows you how to select and engage in projects that will provide you with upside outside the office while making your better at your day job. he also profiles real-world 10% entrepreneurs such as...•luke holden, a cash-strapped recent college graduate, who started his own lobster-roll empire and oversaw much of its first year of operations, all while working full time in corporate america•dipali patwa, a designer and mom whose side project designing and selling infant clothing is now a sensation.•a group of friends who met at a 6am bible study class and went on to start a brewery that now generates millions in sales . a successful 10% entrepreneur himself, mcginnis explains the multiple paths you can follow to invest your cash, time, and expertise in a start-up—including as a founder, angel, adviser, or aficionado. most importantly, you don’t have to have millions in disposable income to become a 10% entrepreneur. when you put mcginnis’s 10% principles into action, you’ll quickly start racking up small wins, then watch as they snowball into your new (and far more entrepreneurial) life. ...more",56e4f9eab2e8e674,,books.toscrape.com,0.0
15,autobiography,11.0,11.0,books,2,0.0,"an intrepid voyage out to the frontiers of the latest thinking about love, language, and family maggie nelson's the argonauts is a genre-bending memoir, a work of ""autotheory"" offering fresh, fierce, and timely thinking about desire, identity, and the limitations and possibilities of love and language. at its center is a romance: the story of the author's relationship with an intrepid voyage out to the frontiers of the latest thinking about love, language, and family maggie nelson's the argonauts is a genre-bending memoir, a work of ""autotheory"" offering fresh, fierce, and timely thinking about desire, identity, and the limitations and possibilities of love and language. at its center is a romance: the story of the author's relationship with the artist harry dodge. this story, which includes nelson's account of falling in love with dodge, who is fluidly gendered, as well as her journey to and through a pregnancy, offers a firsthand account of the complexities and joys of (queer) family-making.writing in the spirit of public intellectuals such as susan sontag and roland barthes, nelson binds her personal experience to a rigorous exploration of what iconic theorists have said about sexuality, gender, and the vexed institutions of marriage and child-rearing. nelson's insistence on radical individual freedom and the value of caretaking becomes the rallying cry of this thoughtful, unabashed, uncompromising book. ...more",c99761a700ade23f,,books.toscrape.com,0.0
15,romance,16.0,16.0,books,4,0.0,"katy lewis has it all: a sports reporting job she loves, a great roommate, and two brothers who, while nosy, always have her back. but when conner roberts, katy’s unrequited first crush, suddenly shows up—and shows interest—after nine years, she reverts to a sweaty, panicked sixteen-year-old once more.and if trying to read conner’s signals isn’t tough enough, katy’s heart katy lewis has it all: a sports reporting job she loves, a great roommate, and two brothers who, while nosy, always have her back. but when conner roberts, katy’s unrequited first crush, suddenly shows up—and shows interest—after nine years, she reverts to a sweaty, panicked sixteen-year-old once more.and if trying to read conner’s signals isn’t tough enough, katy’s heart is sending some mixed messages of its own. when a beautiful blonde coworker starts pursuing katy’s boss, dylan sterling—her longtime mentor and friend—she realizes she may have a problem with that. a reunion with conner is what she’s dreamed of for so long…so why can’t she stop thinking about dylan?for the first time ever, katy must fact-check her heart. should she go after the guy she thought she always wanted or see if there’s something more with the one who’s been there all along? ...more",ca71e72655bece85,,books.toscrape.com,0.0
15,nonfiction,38.0,38.0,books,5,0.0,"""without the artist's way, there would have been no eat, pray, love.” —elizabeth gilbertthe artist’s way is the seminal book on the subject of creativity. an international bestseller, millions of readers have found it to be an invaluable guide to living the artist’s life. still as vital today—or perhaps even more so—than it was when it was first published one decade ago, i ""without the artist's way, there would have been no eat, pray, love.” —elizabeth gilbertthe artist’s way is the seminal book on the subject of creativity. an international bestseller, millions of readers have found it to be an invaluable guide to living the artist’s life. still as vital today—or perhaps even more so—than it was when it was first published one decade ago, it is a powerfully provocative and inspiring work. in a new introduction to the book, julia cameron reflects upon the impact of the artist’s way and describes the work she has done during the last decade and the new insights into the creative process that she has gained. updated and expanded, this anniversary edition reframes the artist’s way for a new century. ...more",dd047728de72ad62,,books.toscrape.com,0.0
15,historical fiction,30.0,30.0,books,5,0.0,"a captivating debut novel, meticulously researched and beautifully imagined, about the passionate marriage of harry and bess houdini—a love story that defied death itself.before escape artist harry houdini died, he vowed he would find a way to speak to his beloved wife bess from beyond the grave using a coded message known only to the two of them. when a widowed bess begin a captivating debut novel, meticulously researched and beautifully imagined, about the passionate marriage of harry and bess houdini—a love story that defied death itself.before escape artist harry houdini died, he vowed he would find a way to speak to his beloved wife bess from beyond the grave using a coded message known only to the two of them. when a widowed bess begins seeing this code in seemingly impossible places, it becomes clear that harry has an urgent message to convey. unlocking the puzzle will set bess on a course back through the pair’s extraordinary romance, which swept the illusionist and his bride from the beaches of coney island, to the palaces of budapest, to the back lots of hollywood. when the mystery finally leads bess to the doorstep of a mysterious young photographer, she realizes that her husband’s magic may have been more than just illusion.in surprising turns that weave through the uncertain days of the dawn of the twentieth century and continue into the dazzling 1920s, mrs. houdini is a thrilling tale that will take you deep into the heart of one of history’s greatest love stories—asking what drives people to believe in something bigger than themselves—even as it reveals the famous magician’s most remarkable feat of all. ...more",a40723994f715420,1920.0,books.toscrape.com,0.0
15,poetry,41.0,41.0,books,1,0.0,"“reading vuong is like watching a fish move: he manages the varied currents of english with muscled intuition. his poems are by turns graceful and wonderstruck. his lines are both long and short, his pose narrative and lyric, his diction formal and insouciant. from the outside, vuong has fashioned a poetry of inclusion.”—the new yorkerocean vuong's first full-length collec “reading vuong is like watching a fish move: he manages the varied currents of english with muscled intuition. his poems are by turns graceful and wonderstruck. his lines are both long and short, his pose narrative and lyric, his diction formal and insouciant. from the outside, vuong has fashioned a poetry of inclusion.”—the new yorkerocean vuong's first full-length collection aims straight for the perennial ""big""—and very human—subjects of romance, family, memory, grief, war, and melancholia. none of these he allows to overwhelm his spirit or his poems, which demonstrate, through breath and cadence and unrepentant enthrallment, that a gentle palm on a chest can calm the fiercest hungers. ...more",cfeb1e1e0e695b58,,books.toscrape.com,0.0
15,poetry,14.0,14.0,books,4,0.0,"following the success of their anthology poems that make grown men cry, father-and-son team anthony and ben holden, working with amnesty international, have asked the same revealing question of 100 remarkable women. what poem has moved you to tears?the poems chosen range from the eighth century to today, from rumi and shakespeare to sylvia plath, w.h. auden to carol ann du following the success of their anthology poems that make grown men cry, father-and-son team anthony and ben holden, working with amnesty international, have asked the same revealing question of 100 remarkable women. what poem has moved you to tears?the poems chosen range from the eighth century to today, from rumi and shakespeare to sylvia plath, w.h. auden to carol ann duffy, pablo neruda and derek walcott to imtiaz dharker and warsan shire. their themes range from love and loss, through mortality and mystery, war and peace, to the beauty and variety of nature. from yoko ono to judi dench, chimamanda ngozi adichie to elena ferrante, carol ann duffy to kaui hart hemmings, and joan baez to nikki giovanni, this unique collection delivers private insights into the minds of women whose writing, acting, and thinking are admired around the world. ...more",31001a1210623bd4,,books.toscrape.com,0.0
15,young adult,38.0,38.0,books,1,0.0,"a teenage vigilante and a ruthless gangster compete to solve a trail of riddles and find a mythical flower. this powerful ya thriller is perfect for fans of the raven boys, six of crows, and the conspiracy of us.*******a streetwise vigilantewho will do anything to cure her dying sistera ruthless gangsteron a grisly quest to attain immortalitya desperate fatherwho crossed o a teenage vigilante and a ruthless gangster compete to solve a trail of riddles and find a mythical flower. this powerful ya thriller is perfect for fans of the raven boys, six of crows, and the conspiracy of us.*******a streetwise vigilantewho will do anything to cure her dying sistera ruthless gangsteron a grisly quest to attain immortalitya desperate fatherwho crossed oceans to free his enslaved sona trail of riddlesand the mythical treasure they all seek:the serengeti sapphire ...more",50b8f80311b31ede,,books.toscrape.com,0.0
15,default,41.0,41.0,books,1,0.0,"this book was created by an artist who understands that sometimes, you just need a creative nudge to help get the pencil moving and break that pesky block. by simplifying the human form, we hope to remove the inevitable anxiety that comes with drawing a person, and speed-up your art, over time, increasing your own understanding of human anatomy, proportions and movement.",d9c643fa1fc57bdb,,books.toscrape.com,0.0
15,default,37.0,37.0,books,1,0.0,"you all know the tale. star-crossed lovers meet; all they want is what they cannot have. each other. it's a story as old as time - or is it? the headstrong romero of the house of montague holds nothing but contempt for the cowardly decapulets. until, that is, he meets juliet. beautiful; deadly; her skill with a bow is matched by no other, and she fires an arrow straight th you all know the tale. star-crossed lovers meet; all they want is what they cannot have. each other. it's a story as old as time - or is it? the headstrong romero of the house of montague holds nothing but contempt for the cowardly decapulets. until, that is, he meets juliet. beautiful; deadly; her skill with a bow is matched by no other, and she fires an arrow straight through young romero's heart. torn between their warring families and trapped by the waves of the undead crashing against the city walls, what chance do our young couple stand at having a future together? you thought you knew the story of romeo and juliet? think again in this satirical retelling of one of the world's most well-known love stories. containing love, gore, and sarcasm, it's a story suitable for teens upwards, and should be enjoyed by adults 'of all ages' ...more",e656e280bc8edd56,,books.toscrape.com,0.0
15,christian fiction,20.0,20.0,books,5,0.0,"california's gold country, 1850. a time when men sold their souls for a bag of gold and women sold their bodies for a place to sleep.angel expects nothing from men but betrayal. sold into prostitution as a child she survives by keeping her hatred alive. and what she hates most are the men who use her, leaving her empty and dead inside.then she meets michael hosea. a man wh california's gold country, 1850. a time when men sold their souls for a bag of gold and women sold their bodies for a place to sleep.angel expects nothing from men but betrayal. sold into prostitution as a child she survives by keeping her hatred alive. and what she hates most are the men who use her, leaving her empty and dead inside.then she meets michael hosea. a man who seeks his father's heart in everything, michael obeys god's call to marry angel and to love her unconditionally. slowly, day by day, he defies angel's every bitter expectation, until despite her resistance, her frozen heart begins to thaw.but with her unexpected softening come overwhelming feelings of unworthiness and fear. and so angel runs. back to the darkness, away from her husband's pursuing love, terrified of the truth she no longer can deny: her final healing must come from the one who loves her even more than michael does ... the one who will never let her go. ...more",b53db2271c9624f7,1850.0,books.toscrape.com,0.0
15,young adult,44.0,44.0,books,5,0.0,"meet scarlett epstein, bnf (big name fan) in her online community of fanfiction writers, world-class nobody at melville high. her best (read: only) irl friends are avery, a painfully shy and annoyingly attractive bookworm, and ruth, her weed-smoking, possibly insane seventy-three-year-old neighbor.when scarlett’s beloved tv show is canceled and her longtime crush, gideon, meet scarlett epstein, bnf (big name fan) in her online community of fanfiction writers, world-class nobody at melville high. her best (read: only) irl friends are avery, a painfully shy and annoyingly attractive bookworm, and ruth, her weed-smoking, possibly insane seventy-three-year-old neighbor.when scarlett’s beloved tv show is canceled and her longtime crush, gideon, is sucked out of her orbit and into the dark and distant world of populars, scarlett turns to the fanfic message boards for comfort. this time, though, her subjects aren’t the swoon-worthy stars of her fave series—they’re the real-life kids from her high school. and if they ever find out what scarlett truly thinks about them, she’ll be thrust into a situation far more dramatic than anything she’s ever seen on tv… ...more",1c929cfd16b71907,,books.toscrape.com,0.0
15,default,20.0,20.0,books,1,0.0,"**warning: due to sexual situations and adult content, this dark romance thriller series is not intended for readers under the age of 18, and anyone who is unable to read books containing, kidnapping, murder, rape, and extreme abuse. ** chloe parker has the world at her feet. her career in magazine publishing is flourishing, and she’s about to be married to miles durant, a **warning: due to sexual situations and adult content, this dark romance thriller series is not intended for readers under the age of 18, and anyone who is unable to read books containing, kidnapping, murder, rape, and extreme abuse. ** chloe parker has the world at her feet. her career in magazine publishing is flourishing, and she’s about to be married to miles durant, a gorgeous billionaire, and the man of her dreams. but one month before her wedding, she receives a countdown card. no sender. no return address. no message. only a piece of lace stained with blood. as the wedding gets closer the cards keep coming to her every day without fail. it seems, while she’s counting down to the happiest day of her life, someone is doing a countdown of their own. chloe fears she’s in danger, but she can’t turn to the cops for help. there’s something in her past she wants to remain hidden, a dark secret that could destroy the life of her dreams. to make things worse, miles is becoming increasingly impatient and suspicious about her past, to the point where he’s so angry he becomes a man she doesn’t recognize. while working to keep her relationship intact, chloe must find out who wants to hurt her before she loses everything, or ends up dead. ...more",ad04ad9fc179fc5d,,books.toscrape.com,0.0
15,add a comment,29.0,29.0,books,3,0.0,"welcome to the ark. in a place known as the six civilizations all is not as it seems, the six leaders though living in peace for the last decade soon find themselves struck by tragedy again! when the grandson of chaos p. karafuta, the world's infamous scientist and inventor, king and his best friend shabu accidently unlock the secrets to a weapon known simply as ‘project a welcome to the ark. in a place known as the six civilizations all is not as it seems, the six leaders though living in peace for the last decade soon find themselves struck by tragedy again! when the grandson of chaos p. karafuta, the world's infamous scientist and inventor, king and his best friend shabu accidently unlock the secrets to a weapon known simply as ‘project aryoku'. in his greed for power king will sacrifice everyone he loves to obtain its power. however, it falls into the hands of his nephew, shobu samurai. at the sight of losing his parents, his unbound power obliterates his hometown with no recollection of doing so. now ten years later, shobu samurai returns to seek revenge on his uncle but instead will face a choice to save his home from shadow creatures, blood beast and organization once thought dead. ...more",0c27e6c3744fc14b,,books.toscrape.com,0.0
15,business,24.0,24.0,books,2,0.0,"in this candid and riveting memoir, for the first time ever, nike founder and ceo phil knight shares the inside story of the company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands.in 1962, fresh out of business school, phil knight borrowed $50 from his father and created a company with a simp in this candid and riveting memoir, for the first time ever, nike founder and ceo phil knight shares the inside story of the company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands.in 1962, fresh out of business school, phil knight borrowed $50 from his father and created a company with a simple mission: import high-quality, low-cost athletic shoes from japan. selling the shoes from the trunk of his lime green plymouth valiant, knight grossed $8,000 his first year. today, nike’s annual sales top $30 billion. in an age of startups, nike is the ne plus ultra of all startups, and the swoosh has become a revolutionary, globe-spanning icon, one of the most ubiquitous and recognizable symbols in the world today.but knight, the man behind the swoosh, has always remained a mystery. now, for the first time, in a memoir that is candid, humble, gutsy, and wry, he tells his story, beginning with his crossroads moment. at 24, after backpacking around the world, he decided to take the unconventional path, to start his own business—a business that would be dynamic, different.knight details the many risks and daunting setbacks that stood between him and his dream—along with his early triumphs. above all, he recalls the formative relationships with his first partners and employees, a ragtag group of misfits and seekers who became a tight-knit band of brothers. together, harnessing the transcendent power of a shared mission, and a deep belief in the spirit of sport, they built a brand that changed everything. ...more",0e0dcc3339602b28,1962.0,books.toscrape.com,0.0
15,default,35.0,35.0,books,4,0.0,"forget everything you thought you knew about how to motivate people—at work, at school, at home. it's wrong. as daniel h. pink (author of to sell is human: the surprising truth about motivating others) explains in his paradigm-shattering book drive, the secret to high performance and satisfaction in today's world is the deeply human need to direct our own lives, to learn a forget everything you thought you knew about how to motivate people—at work, at school, at home. it's wrong. as daniel h. pink (author of to sell is human: the surprising truth about motivating others) explains in his paradigm-shattering book drive, the secret to high performance and satisfaction in today's world is the deeply human need to direct our own lives, to learn and create new things, and to do better by ourselves and our world.drawing on four decades of scientific research on human motivation, pink exposes the mismatch between what science knows and what business does—and how that affects every aspect of our lives. he demonstrates that while the old-fashioned carrot-and-stick approach worked successfully in the 20th century, it's precisely the wrong way to motivate people for today's challenges. in drive, he reveals the three elements of true motivation:*autonomy—the desire to direct our own lives*mastery—the urge to get better and better at something that matters*purpose—the yearning to do what we do in the service of something larger than ourselvesalong the way, he takes us to companies that are enlisting new approaches to motivation and introduces us to the scientists and entrepreneurs who are pointing a bold way forward.drive is bursting with big ideas—the rare book that will change how you think and transform how you live. ...more",6ffb36aaeff1c81e,,books.toscrape.com,0.0
15,romance,36.0,36.0,books,3,0.0,"voted most likely to succeed, melanie bartlett ended up anything but. the down-on-her-luck single mom wants a complete do-over—is that too much to ask? with her family long gone from river bend, strong, independent mel is as surprised as anyone to end up in the quaint small town she once called home. but with her friends, jo and zoe, by her side, and a comfortable room at voted most likely to succeed, melanie bartlett ended up anything but. the down-on-her-luck single mom wants a complete do-over—is that too much to ask? with her family long gone from river bend, strong, independent mel is as surprised as anyone to end up in the quaint small town she once called home. but with her friends, jo and zoe, by her side, and a comfortable room at miss gina’s quirky bed-and-breakfast, she just might have turned the corner on a new life.wyatt gibson never liked the big city. river bend suits the ruggedly handsome builder just fine. wyatt knows he’s home, even if that means being charmed by the appearance of melanie and her spunky, adorable daughter. is wyatt’s calm devotion—even amid a coming storm—enough to convince mel she may have found a home to call her own, a family that never leaves, and a true love to last a lifetime? ...more",3a11bb962ff45b78,,books.toscrape.com,0.0
